"Document ID","Title","Document Date","Author","Recipient","Source","Collection","Series","Box","Document Length","Image File Name","Genre"
"PJB:78","The Challenge of the Seventies, Remarks by Roy Wilkins at L.B. Johnson Library at the University of Texas: The Decade, 1960 - 1970","1972-12-11","Wilkins, Roy",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 1",9,"PJB78_0001.tif | PJB78_0002.tif | PJB78_0003.tif | PJB78_0004.tif | PJB78_0005.tif | PJB78_0006.tif | PJB78_0007.tif | PJB78_0008.tif | PJB78_0009.tif","Speech"
"PJB:79","The Challenge of the Seventies, Remarks at L.B. Johnson Library at the University of Texas","1972-12-12","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 1",23,"PJB79_0001.tif | PJB79_0002.tif | PJB79_0003.tif | PJB79_0004.tif | PJB79_0005.tif | PJB79_0006.tif | PJB79_0007.tif | PJB79_0008.tif | PJB79_0009.tif | PJB79_0010.tif | PJB79_0011.tif | PJB79_0012.tif | PJB79_0013.tif | PJB79_0014.tif | PJB79_0015.tif | PJB79_0016.tif | PJB79_0017.tif | PJB79_0018.tif | PJB79_0019.tif | PJB79_0020.tif | PJB79_0021.tif | PJB79_0022.tif | PJB79_0023.tif","Speech"
"PJB:80","Speech made before the Hungry Club [Forum, Atlanta, Georgia]","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 2",12,"PJB80_0001.tif | PJB80_0002.tif | PJB80_0003.tif | PJB80_0004.tif | PJB80_0005.tif | PJB80_0006.tif | PJB80_0007.tif | PJB80_0008.tif | PJB80_0009.tif | PJB80_0010.tif | PJB80_0011.tif | PJB80_0012.tif","Speech"
"PJB:81","Speech concerning black people and traditional difficulties delivered to the Racial Harmony Council, 1972 (1 of 2)","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 4",16,"PJB81_0001.tif | PJB81_0002.tif | PJB81_0003.tif | PJB81_0004.tif | PJB81_0005.tif | PJB81_0006.tif | PJB81_0007.tif | PJB81_0008.tif | PJB81_0009.tif | PJB81_0010.tif | PJB81_0011.tif | PJB81_0012.tif | PJB81_0013.tif | PJB81_0014.tif | PJB81_0015.tif | PJB81_0016.tif","Speech"
"PJB:82","Speech concerning black people and traditional difficulties delivered to the Racial Harmony Council, 1972 (2 of 2)","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 4",16,"PJB82_0001.tif | PJB82_0002.tif | PJB82_0003.tif | PJB82_0004.tif | PJB82_0005.tif | PJB82_0006.tif | PJB82_0007.tif | PJB82_0008.tif | PJB82_0009.tif | PJB82_0010.tif | PJB82_0011.tif | PJB82_0012.tif | PJB82_0013.tif | PJB82_0014.tif | PJB82_0015.tif | PJB82_0016.tif","Speech"
"PJB:83","Speech concerning black bankers and businesses, ca. 1972","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 5",11,"PJB83_0001.tif | PJB83_0002.tif | PJB83_0003.tif | PJB83_0004.tif | PJB83_0005.tif | PJB83_0006.tif | PJB83_0007.tif | PJB83_0008.tif | PJB83_0009.tif | PJB83_0010.tif | PJB83_0011.tif","Speech"
"PJB:84","Speech concerning challenges facing the American black people and possible solutions, [ca. 1972]","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 6",15,"PJB84_0001.tif | PJB84_0002.tif | PJB84_0003.tif | PJB84_0004.tif | PJB84_0005.tif | PJB84_0006.tif | PJB84_0007.tif | PJB84_0008.tif | PJB84_0009.tif | PJB84_0010.tif | PJB84_0011.tif | PJB84_0012.tif | PJB84_0013.tif | PJB84_0014.tif | PJB84_0015.tif","Speech"
"PJB:85","Speech from the Alabama Voter Education Project Tour concerning Young People and Politics, 1972","1972-01-01 to 1972-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 3",11,"PJB85_0001.tif | PJB85_0002.tif | PJB85_0003.tif | PJB85_0004.tif | PJB85_0005.tif | PJB85_0006.tif | PJB85_0007.tif | PJB85_0008.tif | PJB85_0009.tif | PJB85_0010.tif | PJB85_0011.tif","Speech"
"PJB:86","Speech at Press Conference in Washington concerning the Vietnam War and the Bach Mai Hospital Emergency Fund, 1973 January 2 (1 of 2)","1973-01-02","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 7",9,"PJB86_0001.tif | PJB86_0002.tif | PJB86_0003.tif | PJB86_0004.tif | PJB86_0005.tif | PJB86_0006.tif | PJB86_0007.tif | PJB86_0008.tif | PJB86_0009.tif","Speech"
"PJB:87","Speech at Press Conference in Washington concerning the Vietnam War and the Bach Mai Hospital Emergency Fund, 1973 January 2 (2 of 2)","1973-01-03","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 7",9,"PJB87_0001.tif | PJB87_0002.tif | PJB87_0003.tif | PJB87_0004.tif | PJB87_0005.tif | PJB87_0006.tif | PJB87_0007.tif | PJB87_0008.tif | PJB87_0009.tif","Speech"
"PJB:88","Speech on the health of the United States education system, 1973 February 2","1973-02-02","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 8",29,"PJB88_0001.tif | PJB88_0002.tif | PJB88_0003.tif | PJB88_0004.tif | PJB88_0005.tif | PJB88_0006.tif | PJB88_0007.tif | PJB88_0008.tif | PJB88_0009.tif | PJB88_0010.tif | PJB88_0011.tif | PJB88_0012.tif | PJB88_0013.tif | PJB88_0014.tif | PJB88_0015.tif | PJB88_0016.tif | PJB88_0017.tif | PJB88_0018.tif | PJB88_0019.tif | PJB88_0020.tif | PJB88_0021.tif | PJB88_0022.tif | PJB88_0023.tif | PJB88_0024.tif | PJB88_0025.tif | PJB88_0026.tif | PJB88_0027.tif | PJB88_0028.tif | PJB88_0029.tif","Speech"
"PJB:89","Speech at the National Urban League Meeting, Kansas City, Missouri, 1974 March 29 (1 of 2)","1973-03-29","Bond, Julian","National Urban League","Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 9",13,"PJB89_0001.tif | PJB89_0002.tif | PJB89_0003.tif | PJB89_0004.tif | PJB89_0005.tif | PJB89_0006.tif | PJB89_0007.tif | PJB89_0008.tif | PJB89_0009.tif | PJB89_0010.tif | PJB89_0011.tif | PJB89_0012.tif | PJB89_0013.tif","Speech"
"PJB:90","Speech at the National Urban League Meeting, Kansas City, Missouri, 1974 March 29 (2 of 2)","1973-03-29","Bond, Julian","National Urban League","Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 9",14,"PJB90_0001.tif | PJB90_0002.tif | PJB90_0003.tif | PJB90_0004.tif | PJB90_0005.tif | PJB90_0006.tif | PJB90_0007.tif | PJB90_0008.tif | PJB90_0009.tif | PJB90_0010.tif | PJB90_0011.tif | PJB90_0012.tif | PJB90_0013.tif | PJB90_0014.tif","Speech"
"PJB:91","Speech about the government's post-election attitude, 1973 May 8 (1 of 2)","1973-05-08","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 10",10,"PJB91_0001.tif | PJB91_0002.tif | PJB91_0003.tif | PJB91_0004.tif | PJB91_0005.tif | PJB91_0006.tif | PJB91_0007.tif | PJB91_0008.tif | PJB91_0009.tif | PJB91_0010.tif","Speech"
"PJB:92","Speech about the government's post-election attitude, 1973 May 8 (2 of 2)","1973-05-08","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 10",9,"PJB92_0001.tif | PJB92_0002.tif | PJB92_0003.tif | PJB92_0004.tif | PJB92_0005.tif | PJB92_0006.tif | PJB92_0007.tif | PJB92_0008.tif | PJB92_0009.tif","Speech"
"PJB:93","Commencement Address at Federal City College, Washington, D.C., 1973 June 17","1973-06-17","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 11",14,"PJB93_0001.tif | PJB93_0002.tif | PJB93_0003.tif | PJB93_0004.tif | PJB93_0005.tif | PJB93_0006.tif | PJB93_0007.tif | PJB93_0008.tif | PJB93_0009.tif | PJB93_0010.tif | PJB93_0011.tif | PJB93_0012.tif | PJB93_0013.tif | PJB93_0014.tif","Speech"
"PJB:94","Commencement Address, 1973 June","1973-06-01 to 1973-06-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 12",17,"PJB94_0001.tif | PJB94_0002.tif | PJB94_0003.tif | PJB94_0004.tif | PJB94_0005.tif | PJB94_0006.tif | PJB94_0007.tif | PJB94_0008.tif | PJB94_0009.tif | PJB94_0010.tif | PJB94_0011.tif | PJB94_0012.tif | PJB94_0013.tif | PJB94_0014.tif | PJB94_0015.tif | PJB94_0016.tif | PJB94_0017.tif","Speech"
"PJB:95","Testimony before the Commission on Delegate Selection and Party Structure, Atlanta, Georgia, 1973 July 20 (1 of 3)","1973-07-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 13",10,"PJB95_0001.tif | PJB95_0002.tif | PJB95_0003.tif | PJB95_0004.tif | PJB95_0005.tif | PJB95_0006.tif | PJB95_0007.tif | PJB95_0008.tif | PJB95_0009.tif | PJB95_0010.tif","Speech"
"PJB:96","Testimony before the Commission on Delegate Selection and Party Structure, Atlanta, Georgia, 1973 July 20 (2 of 3)","1973-07-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 13",8,"PJB96_0001.tif | PJB96_0002.tif | PJB96_0003.tif | PJB96_0004.tif | PJB96_0005.tif | PJB96_0006.tif | PJB96_0007.tif | PJB96_0008.tif","Speech"
"PJB:97","Testimony before the Commission on Delegate Selection and Party Structure, Atlanta, Georgia, 1973 July 20 (3 of 3)","1973-07-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 13",8,"PJB97_0001.tif | PJB97_0002.tif | PJB97_0003.tif | PJB97_0004.tif | PJB97_0005.tif | PJB97_0006.tif | PJB97_0007.tif | PJB97_0008.tif","Speech"
"PJB:98","Speech before the NCDH/Southern Regional Council Housing Conference, 1973 October 15 (1 of 3)","1973-10-15","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 14",10,"PJB98_0001.tif | PJB98_0002.tif | PJB98_0003.tif | PJB98_0004.tif | PJB98_0005.tif | PJB98_0006.tif | PJB98_0007.tif | PJB98_0008.tif | PJB98_0009.tif | PJB98_0010.tif","Speech"
"PJB:117","Speech before the National Association of Health Services Executives (NAHSE), 1973 October 19","1973-10-19","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 15",21,"PJB117_0001.tif | PJB117_0002.tif | PJB117_0003.tif | PJB117_0004.tif | PJB117_0005.tif | PJB117_0006.tif | PJB117_0007.tif | PJB117_0008.tif | PJB117_0009.tif | PJB117_0010.tif | PJB117_0011.tif | PJB117_0012.tif | PJB117_0013.tif | PJB117_0014.tif | PJB117_0015.tif | PJB117_0016.tif | PJB117_0017.tif | PJB117_0018.tif | PJB117_0019.tif | PJB117_0020.tif | PJB117_0021.tif","Speech"
"PJB:118","Speech concerning the 1972 Presidential Election and what it meant for the voters, Chicago, Illinois, 1973 November 15","1973-11-15","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 16",23,"PJB118_0001.tif | PJB118_0002.tif | PJB118_0003.tif | PJB118_0004.tif | PJB118_0005.tif | PJB118_0006.tif | PJB118_0007.tif | PJB118_0008.tif | PJB118_0009.tif | PJB118_0010.tif | PJB118_0011.tif | PJB118_0012.tif | PJB118_0013.tif | PJB118_0014.tif | PJB118_0015.tif | PJB118_0016.tif | PJB118_0017.tif | PJB118_0018.tif | PJB118_0019.tif | PJB118_0020.tif | PJB118_0021.tif | PJB118_0022.tif | PJB118_0023.tif","Speech"
"PJB:119","Speech concerning the health of politics and their effect upon the nation following the resignation of President Richard Nixon, 1974 (1 of 2)","1974-01-01 to 1974-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 18",13,"PJB119_0001.tif | PJB119_0002.tif | PJB119_0003.tif | PJB119_0004.tif | PJB119_0005.tif | PJB119_0006.tif | PJB119_0007.tif | PJB119_0008.tif | PJB119_0009.tif | PJB119_0010.tif | PJB119_0011.tif | PJB119_0012.tif | PJB119_0013.tif","Speech"
"PJB:120","Speech concerning South Africa, 1973 [Probably 1978]","1973-01-01 to 1973-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 17",16,"PJB120_0001.tif | PJB120_0002.tif | PJB120_0003.tif | PJB120_0004.tif | PJB120_0005.tif | PJB120_0006.tif | PJB120_0007.tif | PJB120_0008.tif | PJB120_0009.tif | PJB120_0010.tif | PJB120_0011.tif | PJB120_0012.tif | PJB120_0013.tif | PJB120_0014.tif | PJB120_0015.tif | PJB120_0016.tif","Speech"
"PJB:121","Speech concerning the health of politics and their effect upon the nation following the resignation of President Richard Nixon, 1974 (2 of 2)","1974-01-01 to 1974-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 18",22,"PJB121_0001.tif | PJB121_0002.tif | PJB121_0003.tif | PJB121_0004.tif | PJB121_0005.tif | PJB121_0006.tif | PJB121_0007.tif | PJB121_0008.tif | PJB121_0009.tif | PJB121_0010.tif | PJB121_0011.tif | PJB121_0012.tif | PJB121_0013.tif | PJB121_0014.tif | PJB121_0015.tif | PJB121_0016.tif | PJB121_0017.tif | PJB121_0018.tif | PJB121_0019.tif | PJB121_0020.tif | PJB121_0021.tif | PJB121_0022.tif","Speech"
"PJB:122","Article concerning accountability for black politicians for Black Collegian, 1974","1974-01-01 to 1974-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 19",3,"PJB122_0001.tif | PJB122_0002.tif | PJB122_0003.tif",
"PJB:123","Speech at the Martin Luther King, Jr. Center for Social Change Conference on the 1965 Voting Rights Act, 1975 January 13 (1 of 2)","1973-01-13","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 20",16,"PJB123_0001.tif | PJB123_0002.tif | PJB123_0003.tif | PJB123_0004.tif | PJB123_0005.tif | PJB123_0006.tif | PJB123_0007.tif | PJB123_0008.tif | PJB123_0009.tif | PJB123_0010.tif | PJB123_0011.tif | PJB123_0012.tif | PJB123_0013.tif | PJB123_0014.tif | PJB123_0015.tif | PJB123_0016.tif","Speech"
"PJB:124","Speech at the Martin Luther King, Jr. Center for Social Change Conference on the 1965 Voting Rights Act, 1975 January 13 (2 of 2)","1975-01-13","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 20",14,"PJB124_0001.tif | PJB124_0002.tif | PJB124_0003.tif | PJB124_0004.tif | PJB124_0005.tif | PJB124_0006.tif | PJB124_0007.tif | PJB124_0008.tif | PJB124_0009.tif | PJB124_0010.tif | PJB124_0011.tif | PJB124_0012.tif | PJB124_0013.tif | PJB124_0014.tif","Speech"
"PJB:125","Speech at the Martin Luther King, Jr. Center for Social Change Conference on the 1965 Voting Rights Act, 1975 January 13; Remarks of George H. Esser, Jr.","1975-01-13",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 20",10,"PJB125_0001.tif | PJB125_0002.tif | PJB125_0003.tif | PJB125_0004.tif | PJB125_0005.tif | PJB125_0006.tif | PJB125_0007.tif | PJB125_0008.tif | PJB125_0009.tif | PJB125_0010.tif","Speech"
"PJB:145","Remarks prepared for the Southern Conference of Black Mayors, Grambling, Lousiana, 1975 March 7 (1 of 3)","1975-03-07","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 21",21,"PJB145_0001.tif | PJB145_0002.tif | PJB145_0003.tif | PJB145_0004.tif | PJB145_0005.tif | PJB145_0006.tif | PJB145_0007.tif | PJB145_0008.tif | PJB145_0009.tif | PJB145_0010.tif | PJB145_0011.tif | PJB145_0012.tif | PJB145_0013.tif | PJB145_0014.tif | PJB145_0015.tif | PJB145_0016.tif | PJB145_0017.tif | PJB145_0018.tif | PJB145_0019.tif | PJB145_0020.tif | PJB145_0021.tif","Speech"
"PJB:146","Remarks prepared for the Southern Conference of Black Mayors, Grambling, Lousiana, 1975 March 7 (2 of 3)","1975-03-07","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 21",21,"PJB146_0001.tif | PJB146_0002.tif | PJB146_0003.tif | PJB146_0004.tif | PJB146_0005.tif | PJB146_0006.tif | PJB146_0007.tif | PJB146_0008.tif | PJB146_0009.tif | PJB146_0010.tif | PJB146_0011.tif | PJB146_0012.tif | PJB146_0013.tif | PJB146_0014.tif | PJB146_0015.tif | PJB146_0016.tif | PJB146_0017.tif | PJB146_0018.tif | PJB146_0019.tif | PJB146_0020.tif | PJB146_0021.tif","Speech"
"PJB:147","A Big One Muffed By Democrats","1975-06-21",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 21",1,"PJB147_0001.tif","Article"
"PJB:148","Remarks prepared for the Southern Conference of Black Mayors, Grambling, Lousiana, 1975 March 7 (3 of 3)","1975-03-07","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 21",17,"PJB148_0001.tif | PJB148_0002.tif | PJB148_0003.tif | PJB148_0004.tif | PJB148_0005.tif | PJB148_0006.tif | PJB148_0007.tif | PJB148_0008.tif | PJB148_0009.tif | PJB148_0010.tif | PJB148_0011.tif | PJB148_0012.tif | PJB148_0013.tif | PJB148_0014.tif | PJB148_0015.tif | PJB148_0016.tif | PJB148_0017.tif","Speech"
"PJB:149","Self-Defense Against Rape: The Joanne Little Case","1975-03-01 to 1975-03-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 22",3,"PJB149_0001.tif | PJB149_0002.tif | PJB149_0003.tif","Article"
"PJB:150","Speech given at Villanova University, Pennsylvania, concerning race and class, 1975 April 9 (1 of 2)","1975-04-09","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 23",15,"PJB150_0001.tif | PJB150_0002.tif | PJB150_0003.tif | PJB150_0004.tif | PJB150_0005.tif | PJB150_0006.tif | PJB150_0007.tif | PJB150_0008.tif | PJB150_0009.tif | PJB150_0010.tif | PJB150_0011.tif | PJB150_0012.tif | PJB150_0013.tif | PJB150_0014.tif | PJB150_0015.tif","Speech"
"PJB:151","Speech given at Villanova University, Pennsylvania, concerning race and class, 1975 April 9 (2 of 2)","1975-04-09","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 23",11,"PJB151_0001.tif | PJB151_0002.tif | PJB151_0003.tif | PJB151_0004.tif | PJB151_0005.tif | PJB151_0006.tif | PJB151_0007.tif | PJB151_0008.tif | PJB151_0009.tif | PJB151_0010.tif | PJB151_0011.tif","Speech"
